symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
UNF,Unifirst Corp,Shane O'connor,CFO,Award,897,0.0,138452,7827.0,2025-10-31,STK,Yes,1
UNF,Unifirst Corp,David A Difillippo,VP of Ops,Award,501,0.0,77330,10822.0,2025-10-31,STK,Yes,1
PSA-Q,Public Storage,Daniel S Solender,N/A,Buy,9756,10.25,100000,115646.0,2025-10-31,UIT,No,11
NXRT,Nexpoint Residential Trust Inc,Brian Mitts,N/A,Sell,5000,30.52,152600,84440.0,2025-10-31,STK,Yes,1
DBI,Designer Brands Inc,Joseph A Schottenstein,N/A,Award,6098,0.0,22501,1589242.0,2025-10-31,STK,Yes,1
TVTX,Travere Therapeutics Inc,Peter Heerma,Chf Com Off.,Sell,5591,35.0,195685,119071.0,2025-10-31,STK,Yes,1
UMBF,UMB Financial Corp,Mariner Kemper,Chair & CEO,Award,5613,0.0,599917,2593561.0,2025-10-31,STK,Yes,1
AMT,American Tower Corp,Eugene F Reilly,N/A,Buy,5554,178.99,994111,5689.0,2025-10-31,STK,Yes,1
PSA-Q,Public Storage,American Shareholder,N/A,Sell,5779,27.9447,161483,111151.0,2025-10-31,UIT,No,11
JBHT,J B Hunt Transport,Spencer Frazier,Mktg & Sales,Award,495,0.0,83586,19254.0,2025-10-31,STK,Yes,1
JBHT,J B Hunt Transport,Jennifer Boattini,Legal & Co Sec,Award,3828,0.0,646396,18888.0,2025-10-31,STK,Yes,1
EQB-PR-C.TO,Equitable Group Inc Pref Ser 3,American Shareholder,N/A,Sell,419111,11.93,5000000,24303768.0,2025-10-31,STKINT:CA,No,6
AMRZ,Amrize Ltd,Roald Brouwer,CTO,Buy,4000,51.775,207100,9000.0,2025-10-31,STK,Yes,1
PBI,Pitney Bowes Inc,Peter Brimm,N/A,Buy,12500,10.1596,126995,12500.0,2025-10-31,STK,Yes,1
PSA-L,Public Storage [Psa/Pl],American Shareholder,N/A,Buy,673712,16.3275,11000031,19774389.0,2025-10-31,UIT,No,11
PSA-Q,Public Storage,American Shareholder,N/A,Buy,587672,18.7179,10999990,43230340.0,2025-10-31,UIT,No,11
PSA-L,Public Storage [Psa/Pl],American Shareholder,N/A,Buy,244986,16.3275,4000011,14799227.0,2025-10-31,UIT,No,11
PSA-Q,Public Storage,American Shareholder,N/A,Buy,480823,18.7179,8999992,50010551.0,2025-10-31,UIT,No,11
PSA-Q,Public Storage,American Shareholder,N/A,Buy,106850,18.7179,1999998,20398784.0,2025-10-31,UIT,No,11
LH,Laboratory Corp of America Holdings,Richelle P Parham,N/A,Sell,7009,254.2835,1782274,2469.0,2025-10-31,STK,Yes,1
GBCI,Glacier Bancorp Inc,Kristen Lee Heck,N/A,Buy,611,40.7865,24920,10536.0,2025-10-31,STK,Yes,1
IDCC,Interdigital Inc,Joshua D Schmidt,CLO & Co Sec,Sell,443,395.63,175264,27928.0,2025-10-31,STK,Yes,1
MTDR,Matador Resources Company,Bryan A Erman,Co-Pres.,Buy,1000,39.6,39600,84168.0,2025-10-31,STK,Yes,1
MTDR,Matador Resources Company,Robert T Macalik,CFO,Buy,1039,39.4,40937,142500.0,2025-10-31,STK,Yes,1
GLSI,Greenwich Lifesciences Inc,Snehal Patel,CEO/CFO,Buy,2300,9.26,21298,5572902.0,2025-10-31,STK,No,1
ICLR,Icon Plc,Nigel Clerkin,CFO,Award,1473,0.0,253091,2021378.1586314153,2025-10-31,STK,Yes,1
FQVLF,First Quantum Minerals Ltd,Kevin Mcarthur,Chair,Buy,10000,21.0048,210048,35000.0,2025-10-31,STK:OTC,No,1
FINW,Finwise Bancorp,Howard I Reynolds,Lead Indpdt. Dir,Buy,2297,18.95,43529,38105.0,2025-10-31,STK,No,1
IONS,Ionis Pharmaceuticals,Dr Richard S Geary,CDO,Sell,20000,75.1083,1502166,59657.0,2025-10-31,STK,Yes,1
FTV,Fortive Corp,Stacey A Walker,SVP & CPO,Sell,2192,50.35,110367,59488.0,2025-10-31,STK,Yes,1
IONS,Ionis Pharmaceuticals,Joseph H Wender,Lead Indpdt. Dir,Sell,28000,74.0206,2072576,64035.0,2025-10-31,STK,Yes,1
GDRX,Goodrx Holdings Inc Cl A,Scott Wagner,Co-Chair,Award,3065,0.0,10329,368169.0,2025-10-31,STK,Yes,1
LOGI,Logitech Int S.A.,Neela Montgomery,N/A,Sell,5833,120.6103,703520,12781.0,2025-10-31,STK,Yes,1
PMTS,CPI Card Group,Darren Dragovich,CLO/CCO/Secy,Award,3489,0.0,54568,2485.0,2025-10-31,STK,No,1
PMTS,CPI Card Group,Ernesto Boada,CIO,Award,4653,0.0,72772,3315.0,2025-10-31,STK,No,1
DAY,Dayforce Inc,American Shareholder,N/A,Sell,49705,68.5092,3405250,24743271.0,2025-10-31,STK,Yes,1
ARCC,Ares Capital Corp,Kort Schnabel,CEO,Buy,13000,20.39,265070,28000.0,2025-10-31,STK,Yes,1
VRSK,Verisk Analytics Inc,Jeffrey J Dailey,N/A,Buy,500,217.03,108516,3962.0,2025-10-31,STK,Yes,1
KMB,Kimberly-Clark Corp,Tamera Fenske,Chf SupplyChain,Award,24659,0.0,2951929,19842.0,2025-10-31,STK,Yes,1
ARAY,Accuray Inc,Michael John Murphy,PAO,Award,37500,0.0,52875,25499.0,2025-10-31,STK,Yes,1
PTLO,Portillo's Inc,Kelly M Kaiser,Gen Cou,Award,35514,0.0,190000,104375.0,2025-10-31,STK,Yes,1
PTLO,Portillo's Inc,Keith M Correia,CIO,Award,33177,0.0,177496,62616.0,2025-10-31,STK,Yes,1
VRSK,Verisk Analytics Inc,Gregory S Hendrick,N/A,Buy,500,216.14,108070,2536.0,2025-10-31,STK,Yes,1
VRSK,Verisk Analytics Inc,Sabra R Purtill,N/A,Buy,450,217.95,98077,1327.0,2025-10-31,STK,Yes,1
PTLO,Portillo's Inc,Tony Darden,COO,Award,43457,0.0,232494,104553.0,2025-10-31,STK,Yes,1
PTLO,Portillo's Inc,Michelle Greig Hook,CFO & Treas,Award,43824,0.0,234459,217229.0,2025-10-31,STK,Yes,1
FENC,Fennec Pharmaceuticals Inc,Robert Christopher Andrade,CFO,Award,2430,0.0,19926,173104.0,2025-10-31,STK,Yes,1
PODD,Insulet Corp,Robert Luther Huffines,N/A,Award,477,0.0,149306,477.0,2025-10-31,STK,Yes,1
FENC,Fennec Pharmaceuticals Inc,Rostislav Christov Raykov,N/A,Award,5208,0.0,42706,92318.0,2025-10-31,STK,Yes,1
GH,Guardant Health Inc,Steve Krognes,N/A,Award,154,0.0,14326,18436.0,2025-10-31,STK,Yes,1
JBL,Jabil Circuit,May Yap,CIO,Sell,8858,225.03,1993315,25421.0,2025-10-31,STK,Yes,1
DECK,Deckers Outdoor Corp,Angela Ogbechie,Chf SupplyChain,Sell,1460,81.4453,118910,34020.0,2025-10-31,STK,Yes,1
CNDT,Conduent Inc,Michael J. Fucci,N/A,Award,13419,0.0,31937,13419.0,2025-10-31,STK,Yes,1
CNMD,C O N M E D Corp,Todd W Garner,Fin & CFO,Award,7500,0.0,330000,5336.0,2025-10-31,STK,Yes,1
MTG,Mgic Investment Corp,Martin P Klein,N/A,Award,1324,0.0,36301,1324.0,2025-10-31,STK,Yes,1
MTG,Mgic Investment Corp,Daniela O?Leary-Gill,N/A,Award,1324,0.0,36301,1324.0,2025-10-31,STK,Yes,1
ARAY,Accuray Inc,Steven F. Mayer,N/A,Award,354609,0.0,499999,354609.0,2025-10-31,STK,Yes,1
PTLO,Portillo's Inc,Jill Francine Waite,CHRO,Award,39282,0.0,210159,94218.0,2025-10-31,STK,Yes,1
CLVT,Clarivate Analytics Plc,Andrew Miles Snyder,Chair,Buy,1460000,3.33,4861799,26011599.0,2025-10-31,STK,Yes,1
ENPH,Enphase Energy Inc,Badrinarayanan Kothandaraman,CEO,Buy,10000,30.9317,309317,1701452.0,2025-10-31,STK,Yes,1
BC,Brunswick Corp,Nancy E Cooper,Chair,Award,667,0.0,44095,27316.0,2025-10-31,STK,Yes,1
IZEA,Izea Inc,Peter Biere,CFO & Treas,Award,15885,0.0,81807,74785.0,2025-10-31,STK,Yes,1
IZEA,Izea Inc,Patrick James Venetucci,CEO,Award,30650,0.0,157847,206431.0,2025-10-31,STK,Yes,1
CFFN,Capitol Fed Finl Inc,Rick C Jackson,Chf Lendg,Buy,10000,6.0499,60499,240768.0,2025-10-31,STK,Yes,1
VRSN,Verisign Inc,Danny Mcpherson,EVP Tech,Sell,2500,236.87,592175,28577.0,2025-10-31,STK,Yes,1
ACT,Enact Holdings Inc,American Shareholder,N/A,Sell,940819,36.1934,34051438,117010462.0,2025-10-31,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,301342,863.3547,260165032,94231978.0,2025-10-31,STK,Yes,1
GLW,Corning Inc,Edward A. Schlesinger,CFO & EVP,Sell,12049,91.25,1099471,66959.0,2025-10-31,STK,Yes,1
OBT,Orange County Bancor,Michael J Gilfeather,CEO,Buy,1650,24.02,39633,122988.0,2025-10-31,STK,No,1
MAA,Mid-America Apartment Communities,H Eric Bolton Jr,Chair,Buy,578,129.3578,74769,330443.0,2025-10-31,STK,Yes,1
WAB,Wabtec Corp,Gregory Sbrocco,VP of Ops,Sell,2424,203.7658,493928,15405.0,2025-10-31,STK,Yes,1
GLW,Corning Inc,Lewis A Steverson,V.Chair & CLO,Sell,23142,89.0487,2060765,17575.0,2025-10-31,STK,Yes,1
KMI,Kinder Morgan Inc,Amy W Chronis,N/A,Buy,4287,26.2289,112444,39051.0,2025-10-31,STK,Yes,1
WBD,Discovery Inc Series A,Gunnar Wiedenfels,CFO,Sell,222210,22.5,4999726,918940.0,2025-10-31,STK,Yes,1
CASH,Pathward Financial Inc,Douglas J Hajek,V.Chair,Sell,3000,68.11,204331,16631.0,2025-10-31,STK,Yes,1
MTG,Mgic Investment Corp,Paula C Maggio,Gen Cou,Sell,20000,27.441,548820,227817.0,2025-10-31,STK,Yes,1
DORM,Dorman Products Inc,David Hession,CFO & Treas,Sell,12493,135.3061,1690379,5639.0,2025-10-31,STK,Yes,1
PUMP,Propetro Holding Corp,Michele Vion Choka,N/A,Sell,6916,10.64,73586,45029.0,2025-10-31,STK,Yes,1
IRTC,Irhythm Technologies Inc,Daniel G Wilson,CFO,Sell,8000,207.44,1659521,26570.0,2025-10-31,STK,Yes,1
IVZ,Invesco Plc,Douglas J Sharp,Sr.Mng Member,Sell,160000,23.5552,3768832,192.0,2025-10-31,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,7665,167.6142,1284763,314265.0,2025-10-31,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,7665,167.614,1284762,314265.0,2025-10-31,STK,Yes,1
CNXC,Concentrix Corp,Christopher A Caldwell,CEO,Buy,1000,40.0,40000,287661.0,2025-10-31,STK,Yes,1
TELA,Tela Bio Inc,William J Plovanic,N/A,Award,11925,0.0,14667,11925.0,2025-10-31,STK,Yes,1
IRDM,Iridium Comm Inc,Thomas J Fitzpatrick,N/A,Sell,20839,18.0,375102,231034.0,2025-10-31,STK,Yes,1
LSTR,Landstar System,Barr Blanton,N/A,Award,645,0.0,82837,645.0,2025-10-31,STK,Yes,1
CZR,Caesars Entertainment Inc,Bonnie S Biumi,N/A,Buy,1000,18.6876,18687,32780.0,2025-10-31,STK,Yes,1
LSTR,Landstar System,Melanie M Housey Hart,N/A,Award,645,0.0,82837,645.0,2025-10-31,STK,Yes,1
PUMP,Propetro Holding Corp,G Larry Lawrence,N/A,Sell,27000,10.84,292679,35831.0,2025-10-31,STK,Yes,1
TEX,Terex Corp,Andra Rush,N/A,Buy,2120,46.59,98771,25428.0,2025-10-31,STK,Yes,1
SCCO,Southern Copper Corp,Dr Luis Miguel Palomino Bonilla,N/A,Sell,200,139.35,27870,1713.0,2025-10-31,STK,Yes,1
DCOM,Dime Community Bancshares Inc,Raymond A Nielsen,N/A,Sell,4200,26.4424,111058,34505.0,2025-10-31,STK,Yes,1
NBTB,NBT Bancorp Inc,Timothy E Delaney,N/A,Buy,2000,40.5,80999,41894.0,2025-10-31,STK,Yes,1
FIX,Comfort Systems USA,Darcy G Anderson,N/A,Sell,4000,958.7222,3834888,22535.0,2025-10-31,STK,Yes,1
NQP,Nuveen Pennsylvania Investment,American Shareholder,N/A,Sell,97376,12.0195,1170410,4437097.0,2025-10-31,UIT,No,11
MEGI,Nyli CBRE Global Infrastructure Megatrends Term,American Shareholder,N/A,Sell,68854,14.2073,978230,6157697.0,2025-10-31,UIT,No,11
ASA,ASA Gold and Precious Metals,American Shareholder,N/A,Buy,17547,46.0525,808083,5119362.0,2025-10-31,UIT,Yes,11
ECAT,Blackrock ESG Capital Allocation Trust,American Shareholder,N/A,Sell,102067,16.4506,1679063,27298303.0,2025-10-31,UIT,No,11
USNA,Usana Health Sciences Inc,John Turman Fleming,N/A,Sell,693,19.79,13715,4565.0,2025-10-31,STK,Yes,1
FFIN,First Finl Bkshs Inc,Sally Pope Davis,N/A,Buy,1700,30.73,52240,6971.0,2025-10-31,STK,Yes,1
AVBC,Avidia Bancorp Inc,Barry H Jensen,Chf Admin.,Buy,2500,14.9654,37413,25100.0,2025-10-31,STK,No,1
SLGN,Silgan Holdings,Adam J Greenlee,CEO,Buy,7000,38.1854,267298,328164.0,2025-10-31,STK,Yes,1
MTDR,Matador Resources Company,Joseph Wm Foran,Chair & CEO,Buy,10842,39.7206,430650,5438525.0,2025-10-31,STK,Yes,1
DAVA,Endava Plc ADR,John Cotterell,CEO,Sell,14483,9.2281,133651,2021378.1586314153,2025-10-31,STK,Yes,1
ARM,Arm Holdings Plc ADR,Rene Haas,CEO,Sell,6152,169.4096,1042207,2021378.1586314153,2025-10-31,STK,Yes,1
AER,Aercap Holdings N.V.,Stacey Cartwright,N/A,Sell,3500,130.38,456330,2021378.1586314153,2025-10-31,STK,Yes,1
NCTY,The9 Ltd ADR,Davin Alexander Mackenzie,N/A,Sell,20000,10.19,203800,2021378.1586314153,2025-10-31,STK,No,1
NEXM,Nexmetals Mining Corp,Sean Michael Whiteford,Pres.,Buy,5086,3.93,19988,22833.0,2025-10-31,STK,No,1
CRWV,Coreweave Inc Cl A,American Shareholder,N/A,Sell,738665,135.367,99990865,136920819.0,2025-10-31,STK,Yes,1
NAVN,Navan Inc Cl A,Ilan Ezra Twig,CTO,Sell,1000000,25.0,25000000,587222.0,2025-10-31,UIT,Yes,11
NAVN,Navan Inc Cl A,Ariel M Cohen,Chair & CEO,Sell,924332,25.0,23108300,1154925.0,2025-10-31,UIT,Yes,11
EWBC,East West Bancorp,Molly Campbell,N/A,Sell,980,101.02,98999,11076.0,2025-10-31,STK,Yes,1
TKO,Tko Group Holdings Inc Cl A,Dwayne D Johnson,N/A,Award,8046,0.0,1510878,370138.0,2025-10-31,STK,Yes,1
JBGS,Jbg Smith Properties,Steven A Museles,CLO & Co Sec,Sell,31256,19.4984,609442,0.0,2025-10-31,STK,Yes,1
ROG,Rogers Corp,Brian Keith Larabee,GM,Sell,775,85.8658,66546,4462.0,2025-10-31,STK,Yes,1
ATEC,Alphatec Holdings,Craig E. Hunsaker,Div. EVP,Sell,100000,19.95,1995000,1289142.0,2025-10-31,STK,Yes,1
FOXA,Fox Corp Cl A,Paul D Ryan,N/A,Sell,17767,64.36,1143484,0.0,2025-10-31,STK,Yes,1
OPK,Opko Health Inc,Dr Phillip Frost,Chair & CEO,Buy,150000,1.4229,213435,248082576.0,2025-10-31,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,45000,15.7171,707270,29423585.0,2025-10-31,STK,Yes,1
MS,Morgan Stanley,Edward N Pick,Chair & CEO,Sell,100000,164.3444,16434440,761088.0,2025-10-31,STK,Yes,1
APLD,Applied Digital Corp,Chuck Hastings,N/A,Sell,75000,35.2167,2641253,426612.0,2025-10-31,STK,Yes,1
FCPT,Four Corners Property Trust IN,Douglas B Hansen Jr.,Chair,Buy,1984,23.6399,46902,78247.0,2025-10-31,STK,Yes,1
APLD,Applied Digital Corp,Dr Richard N Nottenburg,N/A,Sell,14375,35.5239,510657,249237.0,2025-10-31,STK,Yes,1
EBF,Ennis Inc,Vera Burnett,CFO & Treas,Buy,1000,16.5126,16512,29020.0,2025-10-31,STK,Yes,1
ASTE,Astec Inds Inc,Jeffrey T Jackson,N/A,Award,401,0.0,18755,8788.0,2025-10-31,STK,Yes,1
AFB,Alliance National Municipal,Garry L Moody,Chair,Buy,13500,11.0746,149507,13500.0,2025-10-31,UIT,No,11
MOFG,Midwestone Fnl Gp,Charles N Reeves,CEO,Buy,3000,36.5793,109737,94229.0,2025-10-31,STK,Yes,1
PEBO,Peoples Bancorp Inc,W Glenn Hogan,N/A,Buy,1000,28.82,28820,534239.0,2025-10-30,STK,Yes,1
MU,Micron Technology,Mark J Murphy,CFO,Sell,44343,225.3104,9990938,219693.0,2025-10-30,STK,Yes,1
INTU,Intuit Inc,Thomas J Szkutak,N/A,Award,80,0.0,52494,4848.0,2025-10-30,STK,Yes,1
QLYS,Qualys Inc,Bradford L Brooks,N/A,Award,3198,0.0,395880,3198.0,2025-10-30,STK,Yes,1
MBIN,Merchants Bancorp,Michael R Dury,Subs CEO,Buy,15500,31.64,490420,156274.0,2025-10-30,STK,Yes,1
BGMS,Bio Green Med Solution Inc,Yee Lung Ong,N/A,Sell,248814,1.8,447866,0.0,2025-10-30,STK,No,1
BGMS,Bio Green Med Solution Inc,Khai Loon Kua,N/A,Sell,242477,1.8,436458,0.0,2025-10-30,STK,No,1
BGMS,Bio Green Med Solution Inc,Kim Choy Yap,N/A,Sell,112260,1.807,202854,28500.0,2025-10-30,STK,No,1
IDXX,Idexx Laboratories,Joseph L Hooley,N/A,Award,39,0.0,24513,39.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,Andrew T Sheehan,N/A,Award,9938,0.0,144995,80779.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,Hillary B Smith,N/A,Award,9938,0.0,144995,67309.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,James R Simons,N/A,Award,9938,0.0,144995,120569.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,Asmau Ahmed,N/A,Award,9938,0.0,144995,64979.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,Matthew Glickman,N/A,Award,9938,0.0,144995,133078.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,Stuart M Huizinga,N/A,Award,9938,0.0,144995,181861.0,2025-10-30,STK,Yes,1
QNST,Quinstreet Inc,David J Pauldine,N/A,Award,9938,0.0,144995,186765.0,2025-10-30,STK,Yes,1
DBX,Dropbox Inc,Sarah Schubach,Contr. & CAO,Sell,1066,28.4,30274,103591.0,2025-10-30,STK,Yes,1
LXU,Lsb Industries Inc,Cheryl Maguire,CFO,Sell,5400,9.75,52650,227870.0,2025-10-30,STK,Yes,1
FBP,First Bancorp,Felix M Villamil,N/A,Award,2053,0.0,39992,19060.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Dr. Joseph D Keegan,N/A,Award,1640,0.0,99975,15411.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Julie L Bushman,N/A,Award,1640,0.0,99975,8775.0,2025-10-30,STK,Yes,1
TWIN,Twin Disc Inc,Michael C Smiley,Chair,Award,5378,0.0,83896,74746.0,2025-10-30,STK,Yes,1
TWIN,Twin Disc Inc,Kevin M Olsen,N/A,Award,5378,0.0,83896,26066.0,2025-10-30,STK,Yes,1
TWIN,Twin Disc Inc,Juliann Larimer,N/A,Award,5378,0.0,83896,28607.0,2025-10-30,STK,Yes,1
TWIN,Twin Disc Inc,Janet Plaut Giesselman,N/A,Award,5378,0.0,83896,62611.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Robert V Baumgartner,Chair,Award,1640,0.0,99975,46503.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Dr Rupert Vessey,N/A,Award,1640,0.0,99975,10987.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Judith Klimovsky,N/A,Award,1640,0.0,99975,3782.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Amy Herr,N/A,Award,1640,0.0,99975,4834.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,Dr Alpna Seth,N/A,Award,1640,0.0,99975,15411.0,2025-10-30,STK,Yes,1
TECH,Bio-Techne Corp,John L Higgins,N/A,Award,1640,0.0,99975,66876.0,2025-10-30,STK,Yes,1
CRDO,Credo Technology Group Holding Ltd,William Joseph Brennan,Chair & CEO,Sell,68016,171.2303,11646400,2262409.0,2025-10-30,STK,Yes,1
DBX,Dropbox Inc,Timothy Regan,CFO,Sell,1500,28.4,42600,468621.0,2025-10-30,STK,Yes,1
PETS,Petmed Express Inc,Douglas Krulik,CAO & Int CFO,Award,20000,0.0,50400,70000.0,2025-10-30,STK,Yes,1
BOKF,Bok Financial Corp,Steven Bangert,N/A,Sell,2500,106.2042,265510,50652.0,2025-10-30,STK,Yes,1
RCUS,Arcus Biosciences Inc,Juan C Jaen,Pres.,Sell,4314,20.3175,87650,1454280.0,2025-10-30,STK,Yes,1
PCG,Pacific Gas & Electric Company,Jason M Glickman,Div. EVP,Sell,29473,15.95,470094,89179.0,2025-10-30,STK,Yes,1
MTDR,Matador Resources Company,Paul W Harvey,N/A,Buy,800,40.3,32239,40342.0,2025-10-30,STK,Yes,1
STX,Seagate Technology Hldgs Plc,Kian Fatt Chong,Div. VP.,Sell,7078,272.1403,1926209,0.0,2025-10-30,STK,Yes,1
MTDR,Matador Resources Company,Glenn W Stetson,Div. EVP,Buy,700,39.95,27965,94652.0,2025-10-30,STK,Yes,1
IRDM,Iridium Comm Inc,Matthew J Desch,CEO,Buy,20000,17.33,346600,1127019.0,2025-10-30,STK,Yes,1
INSG,Inseego Corp,Stephen J Bye,N/A,Award,8879,0.0,144994,8879.0,2025-10-30,STK,Yes,1
GOOG,Alphabet Cl C,Dr Frances Arnold,N/A,Sell,112,291.8,32681,18004.0,2025-10-30,STK,Yes,1
HAYW,Hayward Holdings Inc,Ronald C Keating,N/A,Award,1235,0.0,21267,45818.0,2025-10-30,STK,Yes,1
HAYW,Hayward Holdings Inc,Arthur Soucy,N/A,Award,1235,0.0,21267,46722.0,2025-10-30,STK,Yes,1
HAYW,Hayward Holdings Inc,Stephen J. Felice,N/A,Award,1815,0.0,31255,344203.0,2025-10-30,STK,Yes,1
ABNB,Airbnb Inc Cl A,Aristotle N Balogh,CTO,Sell,600,125.47,75281,196006.0,2025-10-30,STK,Yes,1
HAYW,Hayward Holdings Inc,Kevin D Brown,N/A,Award,7550,0.0,130011,3208079.0,2025-10-30,STK,Yes,1
PETS,Petmed Express Inc,James Lacamp,N/A,Award,34866,0.0,87863,34866.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,Dawn M Zier,Chair,Award,114729,0.0,148001,402958.0,2025-10-30,STK,Yes,1
FI,Fiserv Inc,Lance M Fritz,N/A,Buy,10000,65.18,651800,13086.0,2025-10-30,STK,Yes,1
FOR,Forestar Group Inc,Kellie L Fischer,N/A,Award,1453,0.0,38069,1453.0,2025-10-30,STK,Yes,1
FOR,Forestar Group Inc,Samuel R Fuller,N/A,Award,2000,0.0,52400,29359.0,2025-10-30,STK,Yes,1
FOR,Forestar Group Inc,Lisa H Jamieson,N/A,Award,2000,0.0,52400,23859.0,2025-10-30,STK,Yes,1
FOR,Forestar Group Inc,Elizabeth Parmer,N/A,Award,2000,0.0,52400,2000.0,2025-10-30,STK,Yes,1
FOR,Forestar Group Inc,George W Seagraves,N/A,Award,1453,0.0,38069,1453.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,Neil Campbell,N/A,Award,114729,0.0,148001,240298.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,"Dr, Celeste A Clark",N/A,Award,114729,0.0,148001,285721.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,Shervin J. Korangy,N/A,Award,114729,0.0,148001,284355.0,2025-10-30,STK,Yes,1
PETS,Petmed Express Inc,Peter Batushansky,N/A,Award,33846,0.0,85291,36373.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,Michael B Sims,N/A,Award,114729,0.0,148001,415484.0,2025-10-30,STK,Yes,1
PETS,Petmed Express Inc,Leah A. Solivan,N/A,Award,33846,0.0,85291,42289.0,2025-10-30,STK,Yes,1
PETS,Petmed Express Inc,Justin L Mennen,N/A,Award,33846,0.0,85291,42719.0,2025-10-30,STK,Yes,1
HAIN,Hain Celestial Group,Carlyn R Taylor,N/A,Award,114729,0.0,148001,318160.0,2025-10-30,STK,Yes,1
NIC,Nicolet Bankshares Inc,Robert J Weyers,N/A,Buy,3000,115.7333,347200,106371.0,2025-10-30,STK,Yes,1
SFNC,Simmons First Natl,Steven A Coss?,N/A,Buy,8603,17.44,150036,113652.0,2025-10-30,STK,Yes,1
BHB,Bar Harbor Bankshares,Matthew L Caras,Chair,Buy,580,29.12,16889,20524.0,2025-10-30,STK,Yes,1
INBK,First Internet Bcp,Ann Colussi Dee,N/A,Buy,1110,17.94,19913,17070.0,2025-10-30,STK,Yes,1
BRPSF,Brookfield Corp,American Shareholder,N/A,Sell,1152472,17.354,20000000,3033788.0,2025-10-30,STK:OTC,No,1
PEO,Adams Natural Resources Fund Inc,American Shareholder,N/A,Sell,11388,21.52,245070,2675936.0,2025-10-30,UIT,Yes,11
GF,New Germany Fund,American Shareholder,N/A,Buy,11113,11.41,126799,1977946.0,2025-10-30,UIT,No,11
AIRE,Realpha Tech Corp,Giri Devanur,Chair,Award,149133,0.0,89062,28230480.0,2025-10-30,STK,No,1
AIRE,Realpha Tech Corp,Michael J Logozzo,CEO,Award,149133,0.0,89062,2773344.0,2025-10-30,STK,No,1
AIRE,Realpha Tech Corp,Piyush Phadke,CFO,Award,149133,0.0,89062,580327.0,2025-10-30,STK,No,1
NUE,Nucor Corp,Allen C Behr,EVP,Sell,9042,151.2831,1367902,73661.0,2025-10-30,STK,Yes,1
NUE,Nucor Corp,Stephen D Laxton,CFO &Treas.,Sell,2003,151.5722,303599,88174.0,2025-10-30,STK,Yes,1
CARE,Carter Bankshares Inc,Robert M Bolton,N/A,Sell,1901,17.23,32755,67327.0,2025-10-30,STK,Yes,1
PSORF,Pearson Plc,Omid Kordestani,Chair,Buy,6746,14.065,94883,98603.0,2025-10-30,STK:OTC,No,1
EIX,Edison International,Peter J Taylor,N/A,Sell,1800,55.27,99486,35212.0,2025-10-30,STK,Yes,1
PYPL,Paypal Holdings,Suzan Kereere,Div. Pres.,Sell,5000,69.5244,347622,43483.0,2025-10-30,STK,Yes,1
APP,Applovin Corp Cl A,Victoria (Tory) Valenzuela,CLO & Co Sec,Award,20236,0.0,12558866,290191.0,2025-10-30,STK,Yes,1
APP,Applovin Corp Cl A,Matthew Stumpf,CFO,Award,20236,0.0,12558866,201893.0,2025-10-30,STK,Yes,1
APP,Applovin Corp Cl A,Adam Foroughi,Chair & CEO,Award,20236,0.0,12558866,7951845.0,2025-10-30,STK,Yes,1
APP,Applovin Corp Cl A,Vasily Shikin,CTO,Award,20236,0.0,12558866,3965957.0,2025-10-30,STK,Yes,1
QLYS,Qualys Inc,Sumedh S Thakar,CEO,Award,61092,0.0,7562578,265043.0,2025-10-30,STK,Yes,1
HSTM,Healthstream Inc,Trisha L Coady,Div. EVP,Award,2566,0.0,62995,32530.0,2025-10-30,STK,Yes,1
HSTM,Healthstream Inc,Robert A Frist Jr,Chair & CEO,Award,958,0.0,23519,5449385.0,2025-10-30,STK,Yes,1
